ETER_ID,English_Institution_Name,Institution_Name,Reference_year,Country_Code,Name_of_the_city,Total_Current_revenues_(EURO),Basic_government_allocation_(EURO),Student_fees_funding_(EURO),Total_third_party_funding_(EURO),Personnel_expenditure_(EURO),R&D_Expenditure_(EURO),Total_students_enrolled_ISCED_5_7,Total_graduates_ISCED_5_7,Total_graduates_at_ISCED_8,Name,Overall SCORE,AR SCORE,ER SCORE,FSR SCORE,CPF SCORE,IFR SCORE,ISR SCORE,EO SCORE,SUS SCORE,Rank,Size,Focus,Research,Status,QS_match_name,graduation_rate
NL0012,Utrecht University,Universiteit Utrecht,2020,NL,Utrecht,927833000.0,539630000.0,72551000.0,267026000.0,644577000.0,0.0,35294.0,10400.0,401.0,Utrecht University,67.7,79.3,49.2,39.5,77.9,63.4,30.5,73.2,75.1,103,XL,FC,VH,Public,,0.29466764889216296
PT0003,University of Aveiro,Universidade de Aveiro,2020,PT,Aveiro,121775982.0,71821862.0,12192062.0,30899471.0,82595961.0,0.0,12747.0,3336.0,132.0,University of Aveiro,36.4,18.6,15.5,13.1,94.7,5.2,24.8,3.3,64.7,419,L,CO,VH,Public,,0.26170863732642974
SE0001,Uppsala University,Uppsala universitet,2020,SE,Uppsala,705600679.0782847,418638028.3839463,11569700.900350984,230729627.6514573,489205802.6857928,448840.2258507554,47892.9999999999,6378.0,348.0,Uppsala University,70.3,74.7,48.1,66.3,55.9,99.7,82.9,82.9,94.4,93,L,FC,VH,Public,,0.13317186227632458
SE0002,Lund University,Lunds universitet,2020,SE,Lund,868341790.0198382,474837765.1457348,13013314.512437051,336782580.49748206,555264478.1016328,550320.4639096597,39300.9999999999,7397.0,377.0,Lund University,75.7,80.1,64.1,68.1,56.6,98.8,82.0,96.1,98.8,72,L,FC,VH,Public,,0.18821404035520772
SE0003,University of Gothenburg,Göteborgs universitet,2020,SE,Göteborg,667057549.9771097,445657714.0241111,4910632.534716924,200052838.3946284,423410937.7384404,366053.71585533343,47840.99999999985,6796.0,268.0,University of Gothenburg,55.5,46.4,24.6,73.0,45.4,94.1,85.8,71.0,92.9,202,L,FC,VH,Public,,0.14205388683346964
SE0004,Stockholm University,Stockholms universitet,2020,SE,Stockholm,521840855.3334351,361986685.48756295,3729398.748664734,140115595.9102701,377229131.6954067,278021.5168625057,53988.9999999999,5998.0,206.0,Stockholm University,62.5,65.1,29.5,28.3,73.6,83.0,79.4,90.5,72.1,147,L,CO,VH,Public,,0.1110967048843285
SE0006,Linköping University,Linköpings universitet,2020,SE,Linköping,412866530.5966733,266660880.51274225,4572810.163283993,128264439.9511674,261532408.8203876,214214.8634213337,28390.99999999989,4020.0,163.0,Linköping University,44.5,25.4,32.2,50.2,55.2,85.8,46.3,50.8,68.2,310,L,CO,VH,Public,,0.14159416716565162
SE0008,KTH Royal Institute of Technology,Kungliga Tekniska högskolan,2020,SE,Stockholm,483914905.3868457,248131199.4506333,14761750.34335419,186095490.6149855,302643827.2546925,303105.44788646424,15132.999999999967,3373.0,283.0,KTH Royal Institute of Technology,73.6,60.2,62.1,68.3,88.2,95.6,81.8,72.7,89.8,78,L,FO,VH,Public,,0.2228903720346268
SE0009,Chalmers University of Technology,Chalmers tekniska högskola,2020,SE,Göteborg,381421772.47062415,184099362.88722724,8518808.17945979,172389268.27407295,261556920.49443004,0.0,11648.999999999987,2164.0,317.0,Chalmers University of Technology,60.2,34.6,56.6,59.5,80.9,100.0,74.3,53.3,82.7,165,M,FO,VH,Private not for Profit,,0.18576701862820863
SK0016,Slovak University of Technology in Bratislava,Slovenská Technická Univerzita v Bratislave,2020,SK,Bratislava,121019417.0,107929372.0,969744.0,3722372.0,60790899.0,40114955.0,9933.0,2762.0,114.0,Slovak University of Technology in Bratislava,,10.8,10.6,48.9,7.7,4.8,29.1,17.9,28.1,1001-1200,M,FO,VH,Public,,0.27806302224906876
SK0026,Slovak University of Agriculture in Nitra,Slovenská Poľnohospodárska Univerzita v Nitre,2020,SK,Nitra,43317646.0,36407684.0,616223.0,5602451.0,23219077.0,7890277.0,5132.0,1954.0,58.0,Slovak University of Agriculture in Nitra,,8.9,10.6,36.7,15.5,8.8,8.9,5.7,24.9,1201-1400,S,SP,HI,Public,,0.3807482462977397
AT0003,University of Innsbruck,Universität Innsbruck,2020,AT,Innsbruck,314274294.08000004,255075508.55,3344041.92,50547320.57000001,216958073.87000003,0.0,24097.780636735,4058.961891666,,Universität Innsbruck,41.5,27.7,12.3,76.9,17.7,100.0,100.0,69.9,74.7,350,L,FC,VH,Public,,0.16843716659443986
DE0002,Heidelberg University,Ruprecht-Karls-Universität Heidelberg,2020,DE,Heidelberg,399869248.0,0.0,4429330.0,95642974.0,261655174.0,0.0,25147.0,4080.0,1132.0,Ruprecht-Karls-Universität Heidelberg,73.0,87.1,72.2,99.8,41.4,66.2,71.4,34.6,85.5,80,L,FO,VH,Public,,0.16224599355787966
DE0003,University of Hohenheim,Universität Hohenheim,2020,DE,Stuttgart,164659384.0,0.0,2222734.0,34095394.0,108571768.0,0.0,8182.0,1956.0,112.0,Universität Hohenheim,,9.1,11.1,19.6,45.4,31.8,38.4,7.7,55.0,711-720,M,SP,VH,Public,,0.23906135419212907
DE0005,University of Konstanz,Universität Konstanz,2020,DE,Konstanz,198205065.0,0.0,2426561.0,53626565.0,141062315.0,0.0,10469.0,1804.0,171.0,Universität Konstanz,34.9,25.5,18.7,50.3,33.4,91.5,26.8,23.0,69.9,440,M,CO,VH,Public,,0.17231827299646577
DE0006,University of Mannheim,Universität Mannheim,2020,DE,Mannheim,141011568.0,0.0,2355302.0,25547324.0,96899334.0,0.0,10905.0,2513.0,41.0,Universität Mannheim,36.5,20.3,76.3,4.6,42.4,55.7,41.2,45.0,51.3,416,M,FO,VH,Public,,0.2304447501146263
DE0007,University of Stuttgart,Universität Stuttgart,2020,DE,Stuttgart,591253398.0,0.0,8856166.0,183480320.0,361035284.0,0.0,21866.0,4318.0,415.0,Universität Stuttgart,44.5,33.4,46.1,11.0,64.2,44.8,60.9,35.8,74.2,310,L,FO,VH,Public,,0.19747553279063387
DE0008,Tübingen University,Eberhard Karls Universität Tübingen,2020,DE,Tübingen,384961200.0,0.0,6546512.0,118866983.0,258369928.0,0.0,24673.0,4254.0,630.0,Eberhard Karls Universität Tübingen,54.5,61.0,36.1,85.7,32.2,88.2,40.5,36.5,64.5,215,L,FC,VH,Public,,0.1724151906942812
DE0009,Ulm University,Universität Ulm,2020,DE,Ulm,196468837.0,0.0,2659006.0,61056458.0,114123385.0,0.0,8918.0,1832.0,381.0,Universität Ulm,30.2,10.9,10.2,83.9,43.8,47.5,30.8,3.4,38.7,546,M,FO,VH,Public,,0.2054272258353891
DE0018,University of Bayreuth,Universität Bayreuth,2020,DE,Bayreuth,218842063.0,0.0,37626.0,52843757.0,157416017.0,0.0,12730.0,2011.0,184.0,Universität Bayreuth,34.5,14.1,22.3,64.6,39.2,63.6,39.7,16.2,69.9,448,M,CO,VH,Public,,0.1579732914375491
DE0021,Ludwig Maximilian University of Munich,Ludwig-Maximilians-Universität München,2020,DE,Munich,747176697.0,0.0,1433667.0,185319173.0,492714807.0,0.0,47951.0,7077.0,1178.0,Ludwig-Maximilians-Universität München,80.1,97.1,95.5,41.0,62.3,80.3,53.2,76.8,87.0,58,XL,FC,VH,Public,,0.1475881629163104
DE0026,University of Regensburg,Universität Regensburg,2020,DE,Regensburg,289478504.0,0.0,0.0,47691965.0,182330071.0,0.0,20490.0,3041.0,474.0,Universität Regensburg,25.4,16.0,11.9,77.3,13.3,39.4,17.7,27.7,38.7,691,L,FO,VH,Public,,0.14841386041971694
DE0027,University of Würzburg,Julius-Maximilians-Universität Würzburg,2020,DE,Würzburg,399835260.0,0.0,1164839.0,74703269.0,255093353.0,0.0,25912.0,3807.0,464.0,Julius-Maximilians-Universität Würzburg,36.5,21.4,9.9,8.9,87.0,60.1,19.7,17.0,50.2,416,L,FC,VH,Public,,0.14692034578573634
DE0028,Free University of Berlin,Freie Universität Berlin,2020,DE,Berlin,467679058.0,0.0,4756810.0,132288419.0,328069078.0,0.0,33474.0,4105.0,530.0,Freie Universität Berlin,71.1,88.3,66.4,8.3,84.3,73.8,56.0,46.9,65.4,88,L,FC,VH,Public,,0.12263249088845074
DE0029,Technical University of Berlin,Technische Universität Berlin,2020,DE,Berlin,524840335.0,0.0,9424131.0,155820364.0,347147268.0,0.0,32461.0,4005.0,378.0,Technische Universität Berlin,62.8,64.6,79.4,70.6,34.3,64.2,84.5,47.6,68.3,145,L,CO,VH,Public,,0.12337882381935246
DE0031,Humboldt University of Berlin,Humboldt-Universität zu Berlin,2020,DE,Berlin,410789341.0,0.0,3687053.0,113151881.0,294817840.0,0.0,32857.0,3652.0,412.0,Humboldt-Universität zu Berlin,64.5,94.3,75.3,10.5,43.4,75.7,47.6,27.5,58.4,130,XL,FC,VH,Public,,0.1111483093404754
DE0039,University of Potsdam,Universität Potsdam,2020,DE,Potsdam,256066411.0,0.0,2352654.0,59842778.0,172367772.0,0.0,20420.0,2875.0,285.0,Universität Potsdam,33.4,22.3,5.0,28.4,53.7,60.9,34.9,4.2,75.3,477,L,FO,VH,Public,,0.14079333986287954
DE0040,University of Bremen,Universität Bremen,2020,DE,Bremen,344518354.0,0.0,3163334.0,103820422.0,247095387.0,0.0,17802.0,2845.0,272.0,Universität Bremen,30.8,25.7,14.2,15.2,39.5,61.4,41.9,7.6,54.9,530,L,CO,VH,Public,,0.15981350410066283
DE0042,University of Hamburg,Universität Hamburg,2020,DE,Hamburg,533289360.0,0.0,5097828.0,131770137.0,348829573.0,0.0,38679.0,5298.0,828.0,Universität Hamburg,56.5,64.0,51.7,25.6,54.6,58.8,31.3,49.9,94.1,193,L,FO,VH,Public,,0.13697355153959512
DE0047,Technical University of Darmstadt,Technische Universität Darmstadt,2020,DE,Darmstadt,511014873.0,0.0,2871597.0,154072522.0,327517353.0,0.0,24428.0,3949.0,441.0,Technische Universität Darmstadt,50.0,28.2,41.9,9.8,82.2,67.8,92.8,53.5,78.6,253,L,CO,VH,Public,,0.16165875225151466
DE0049,Justus Liebig University Giessen,Justus-Liebig-Universität Gießen,2020,DE,Gießen,473105066.0,0.0,3119252.0,81649135.0,288915178.0,0.0,27401.0,3880.0,364.0,Justus-Liebig-Universität Gießen,32.4,15.4,9.6,2.7,85.6,19.3,28.9,17.0,53.4,496,L,FC,VH,Public,,0.1416006715083391
DE0052,Philipps University of Marburg,Philipps-Universität Marburg,2020,DE,Marburg,374498874.0,0.0,3913515.0,70766003.0,248895955.0,0.0,22123.0,2766.0,433.0,Philipps-Universität Marburg,,16.3,15.1,7.4,39.6,19.0,31.9,8.9,47.6,771-780,L,FC,VH,Public,,0.1250282511413461
DE0056,University of Rostock,Universität Rostock,2020,DE,Rostock,195421507.0,0.0,29144.0,50214484.0,127417588.0,0.0,11661.0,1837.0,259.0,Universität Rostock,,9.6,5.0,92.6,9.5,,21.2,6.6,39.5,851-900,L,FC,HI,Public,,0.1575336592059
DE0060,Georg August Göttingen University,Georg-August-Universität Göttingen,2020,DE,Göttingen,445053096.0,0.0,4497862.0,109693513.0,317160845.0,0.0,26189.0,4597.0,612.0,Georg-August-Universität Göttingen,51.1,57.3,35.6,87.0,25.8,59.2,37.9,51.2,61.0,243,L,FC,VH,Public,,0.17553171178739166
DE0070,Bielefeld University,Universität Bielefeld,2020,DE,Bielefeld,394684165.0,0.0,599178.0,57779655.0,207051926.0,0.0,23664.0,3369.0,149.0,Universität Bielefeld,,19.9,7.5,16.1,8.8,25.9,16.3,4.9,44.1,1001-1200,L,FO,VH,Public,,0.14236815415821502
DE0071,Ruhr-University Bochum,Ruhr-Universität Bochum,2020,DE,Bochum,587755680.0,0.0,130483.0,133316617.0,347374533.0,0.0,38963.0,4876.0,501.0,Ruhr-Universität Bochum,38.1,29.1,11.8,3.9,65.8,59.3,55.6,21.4,72.5,395,XL,FC,VH,Public,,0.12514436773349075
DE0072,University of Bonn,Rheinische Friedrich-Wilhelms-Universität Bonn,2020,DE,Bonn,479809734.0,0.0,0.0,117289949.0,308639339.0,0.0,34262.0,4253.0,587.0,Rheinische Friedrich-Wilhelms-Universität Bonn,54.9,67.7,35.5,76.5,24.9,51.4,56.4,50.0,86.4,207,L,FC,VH,Public,,0.12413169108633472
DE0073,TU Dortmund University,Technische Universität Dortmund,2020,DE,Dortmund,368656655.0,0.0,117363.0,68042128.0,249101316.0,0.0,31314.0,4126.0,203.0,Technische Universität Dortmund,26.2,18.5,35.5,42.7,11.1,32.3,36.7,12.5,43.0,673,L,FO,VH,Public,,0.13176215111451747
DE0075,University of Duisburg-Essen,Universität Duisburg-Essen,2020,DE,Essen,566308905.0,0.0,829949.0,105465871.0,290030070.0,0.0,40189.0,5482.0,327.0,Universität Duisburg-Essen,,16.1,8.1,21.9,15.3,33.0,52.7,16.9,44.9,801-850,XL,FC,VH,Public,,0.13640548408768569
DE0077,University of Cologne,Universität zu Köln,2020,DE,Cologne,597255015.0,0.0,638782.0,103967225.0,329357530.0,0.0,50680.0,7088.0,787.0,Universität zu Köln,48.2,45.0,50.5,23.6,43.8,39.3,47.1,64.5,88.9,272,L,FO,VH,Public,,0.1398579321231255
DE0081,University of Siegen,Universität Siegen,2020,DE,Siegen,259350310.0,0.0,207517.0,42722090.0,146131192.0,0.0,18190.0,2721.0,96.0,Universität Siegen,,5.4,1.2,15.4,10.2,53.9,37.3,4.9,29.2,1201-1400,L,CO,HI,Public,,0.1495876855415063
DE0085,University of Kaiserslautern,Technische Universität Kaiserslautern,2020,DE,Kaiserslautern,207486869.0,0.0,5733602.0,66177434.0,146002219.0,0.0,13543.0,2386.0,22.0,Technische Universität Kaiserslautern,,8.6,6.0,22.2,7.5,,,5.4,,1201-1400,L,CO,VH,,,0.1761795761648084
DE0097,Leipzig University,Universität Leipzig,2020,DE,Leipzig,376970088.0,0.0,856270.0,97647865.0,243209603.0,0.0,28478.0,4310.0,503.0,Universität Leipzig,30.6,31.5,14.0,85.3,13.0,,24.0,15.9,57.2,535,L,FC,VH,Public,,0.15134489781585786
DE0102,Martin Luther University,Martin-Luther-Universität Halle-Wittenberg,2020,DE,Halle (Saale),257661958.0,0.0,1687411.0,45102315.0,178341063.0,0.0,19772.0,2165.0,245.0,Martin-Luther-Universität Halle-Wittenberg,,15.1,9.9,89.4,11.2,,17.0,6.3,47.1,751-760,L,FC,VH,Public,,0.10949828039652033
DE0105,University of Kiel,Christian-Albrechts-Universität zu Kiel,2020,DE,Kiel,308061237.0,0.0,653067.0,71152785.0,220165715.0,0.0,26010.0,3348.0,458.0,Christian-Albrechts-Universität zu Kiel,27.7,24.4,14.6,56.7,20.9,,15.1,24.5,59.2,618,L,FC,VH,Public,,0.128719723183391
FR0022,University of Franche-Comté,Université de Franche-Comté,2020,FR,Besançon,199416829.0,166170866.0,3929861.0,6285609.0,162284292.0,58347.0,24592.0,6247.0,0.0,Université de Franche-Comté,,7.6,3.6,100.0,18.7,,,3.8,32.0,851-900,S,CO,VH,Public,,0.2540256994144437
FR0062,University of Rennes 1,Université de Rennes 1,2020,FR,Rennes,250764362.0,212030510.05000004,7690459.92,12953490.7,201070344.8,90947.0,29553.0,9637.0,241.0,Université de Rennes 1,,21.3,11.0,15.6,36.7,15.9,19.0,9.8,49.4,711-720,L,FO,VH,Public,,0.3260921057083883
FR0105,University of Lorraine,Université de Lorraine,2020,FR,Nancy,584997186.0,488781660.0,16624722.0,24215735.0,473056892.0,184069.0,71372.0,20733.0,375.0,Université de Lorraine,,19.2,5.0,8.6,24.7,40.5,40.0,22.3,54.5,751-760,XL,FO,VH,Public,,0.2904920697192176
FR0149,University of Strasbourg,Université de Strasbourg,2020,FR,Strasbourg,390904157.52,343327956.7699999,7211950.43,11363218.36,319287739.65,188527.0,56214.0,16186.0,244.0,Université de Strasbourg,36.3,50.1,16.3,7.3,31.5,41.7,45.4,29.8,47.3,420,XL,FC,VH,Public,,0.2879353897605579
FR0239,University of Poitiers,Université de Poitiers,2020,FR,Poitiers,222849135.0,0.0,0.0,0.0,177992567.0,72231.0,30239.0,8891.0,130.0,Université de Poitiers,,11.1,1.2,7.6,8.5,,38.9,13.6,39.3,1201-1400,L,CO,VH,Public,,0.2940242732894606
FR0240,University of Limoges,Université de Limoges,2020,FR,Limoges,0.0,0.0,0.0,0.0,0.0,44921.0,19741.0,5353.0,115.0,Université de Limoges,,8.9,5.5,22.4,9.1,,,3.6,29.6,1201-1400,M,SP,VH,,,0.27116154196849196
FR0288,University of Bordeaux,Université de Bordeaux,2020,FR,Bordeaux,453483458.0,0.0,0.0,0.0,350529849.0,205404.0,54577.0,16558.0,403.0,Université de Bordeaux,32.5,43.2,10.0,13.5,28.1,31.7,35.2,25.3,56.5,494,XL,FO,VH,Public,,0.30338787401286255
FR0323,University of Montpellier,Université de Montpellier,2020,FR,Montpellier,381031984.0,297569472.0,12740212.0,34979925.0,302387835.0,145528.0,49514.0,15857.0,383.0,Université de Montpellier,35.7,26.7,4.9,11.7,72.3,29.0,42.8,18.8,55.3,430,XL,FO,VH,Public,,0.32025285777759827
FR0346,,Université de Lille,2020,FR,Lille,0.0,0.0,0.0,0.0,0.0,195409.0,75966.0,20988.0,316.0,Université de Lille,26.6,33.9,10.6,6.1,27.0,21.0,25.4,6.9,54.3,654,XL,FC,VH,Public,,0.27628149435273675
FR0365,University of Paris,Université Paris Cité,2020,FR,Paris,596271274.0,0.0,0.0,0.0,479910692.0,268498.0,58272.0,18449.0,621.0,Université Paris Cité,45.5,37.7,13.9,11.0,92.5,24.8,61.0,22.8,55.7,300,XL,FO,VH,Public,,0.3166014552443712
NL0002,VU University Amsterdam,Vrije Universiteit Amsterdam,2020,NL,Amsterdam,585161000.0,378490000.0,64931000.0,82821000.0,386009000.0,0.0,29796.0,9037.0,419.0,Vrije Universiteit Amsterdam,56.2,53.3,28.8,23.3,80.7,82.9,57.6,56.4,68.8,194,L,FC,VH,Public,,0.30329574439522083
AT0002,University of Graz,Universität Graz,2020,AT,Graz,261003139.02,221153286.6,3838892.74,30108120.62,188872642.48,0.0,22146.780036142,3707.079666607,,Karl-Franzens-Universität Graz,26.3,26.8,13.1,18.9,13.6,53.4,38.6,44.0,52.7,668,L,FO,VH,Public,Karl-Franzens-Universität Graz,0.16738684632968334
AT0004,University of Salzburg,Universität Salzburg,2020,AT,Salzburg,176509720.55,145817323.46,2405247.21,26450505.07,128542481.06,0.0,13474.720317815,2037.550746667,,Paris Lodron University of Salzburg,26.7,13.3,4.8,38.7,11.6,98.4,98.1,23.7,62.2,650,M,CO,VH,Public,Paris Lodron University of Salzburg,0.15121284142522376
AT0011,University of Linz,Universität Linz,2020,AT,Linz,191609912.06,148414459.46,3611699.9,26823749.53,146704220.54999998,0.0,16715.26113156,1884.04008,,Johannes Kepler University Linz,33.5,17.5,14.9,80.0,25.2,89.9,57.5,15.3,61.0,473,M,FO,VH,Public,Johannes Kepler University Linz,0.11271376888290147
BE0061,The Vrije Universiteit Brussel,Vrije Universiteit Brussel,2020,BE,Ixelles,289842771.86,133739368.99,13495342.6,116694397.84,191733000.0,0.0,14879.0,3764.0,223.0,Vrije Universiteit Brussel (VUB),46.0,33.3,22.1,75.6,27.7,96.8,72.1,63.2,80.0,294,L,FC,VH,Public,Vrije Universiteit Brussel (VUB),0.2529739901875126
DE0001,University of Freiburg,Albert-Ludwigs-Universität Freiburg,2020,DE,Freiburg im Breisgau,397465188.0,0.0,5185487.0,121870149.0,265384885.0,0.0,22075.0,3886.0,726.0,Universität Freiburg,55.6,56.8,35.3,31.1,66.4,78.7,44.2,47.2,85.6,201,L,FC,VH,Public,Universität Freiburg,0.17603624009060023
DE0004,Karlsruhe Institute of Technology,Karlsruher Institut für Technologie (KIT) - Bereich Hochschule,2020,DE,Karlsruhe,479047080.0,0.0,4160440.0,160812619.0,339361674.0,0.0,22447.0,4800.0,511.0,Karlsruhe Institute of Technology (KIT),69.1,57.1,87.4,48.9,77.1,83.8,56.9,61.5,79.5,98,L,FO,VH,Public,Karlsruhe Institute of Technology (KIT),0.21383703835701875
DE0020,University of Erlangen-Nürnberg,Friedrich-Alexander-Universität Erlangen-Nürnberg,2020,DE,Erlangen,544532096.0,0.0,87474.0,169299208.0,371051852.0,0.0,36720.0,6167.0,766.0,Universität Erlangen-Nürnberg,52.2,37.9,46.2,5.2,96.7,39.5,60.6,27.1,75.4,232,L,FC,VH,Public,Universität Erlangen-Nürnberg,0.1679466230936819
DE0043,Hamburg University of Technology,Technische Universität Hamburg-Harburg,2020,DE,Hamburg,132841529.0,0.0,846913.0,33170974.0,108063975.0,0.0,7162.0,1125.0,73.0,TUHH Hamburg University of Technology,25.2,11.2,14.6,84.8,10.0,35.7,93.4,1.4,30.0,=696,M,SP,VH,,TUHH Hamburg University of Technology,0.15707902820441216
